species,value,species_mod,aphia_id,sens
Amphitrite auricoma,1,Amphitrite auricoma,155250,AZTI
Amphitrite cirrata,1,Amphitrite cirrata,131474,AZTI
Amphitrite gracilis,2,Amphitrite gracilis,155507,AZTI
Amphitrite johnstoni,1,Amphitrite johnstoni,155107,AZTI
Amphitrite robusta,2,Amphitrite robusta,338653,AZTI
Amphitrite rubra,1,Amphitrite rubra,131478,AZTI
Amphitrite sp.,0,Amphitrite,129686,AZTI
Amphitritides gracilis,2,Amphitritides gracilis,131480,AZTI
Amphiura acrystata,1,Amphiura acrystata,242893,AZTI
Amphiura arcystata,1,Amphiura arcystata,244889,AZTI
Amphiura brachiata,1,Amphiura brachiata,410876,AZTI
Amphiura cherbonnieri,2,Amphiura cherbonnieri,125072,AZTI
Amphiura chiajei,2,Amphiura chiajei,125073,AZTI
Amphiura filiformis,2,Amphiura filiformis,125080,AZTI
Amphiura griegi,2,Amphiura griegi,125084,AZTI
Amphiura palmeri,2,Amphiura palmeri,125093,AZTI
Amphiura securigera,2,Amphiura securigera,232025,AZTI
Amphiura sinicola,2,Amphiura sinicola,244891,AZTI
Amphiura sp.,2,Amphiura,123613,AZTI
Amphiura sundevalli,2,Amphiura sundevalli,125100,AZTI
Amphiura vadicola,2,Amphiura vadicola,244739,AZTI
AMPHIURIDAE,2,AMPHIURIDAE,123206,AZTI
Ampithoe gammaroides,2,Ampithoe gammaroides,101995,AZTI
Ampithoe helleri,3,Ampithoe helleri,101996,AZTI
Ampithoe lacertosa,2,Ampithoe lacertosa,423106,AZTI
Ampithoe longimana,2,Ampithoe longimana,158026,AZTI
Ampithoe plumulosa,2,Ampithoe plumulosa,423115,AZTI
Ampithoe ramondi,3,Ampithoe ramondi,102000,AZTI
Ampithoe rubricata,1,Ampithoe rubricata,102002,AZTI
Ampithoe sp.,1,Ampithoe,101459,AZTI
Ampithoe valida,2,Ampithoe valida,102005,AZTI
Ampullina sp.,2,Ampullina,954399,AZTI
Amygdalum papyrium,2,Amygdalum papyrium,420689,AZTI
Amygdalum soyoae,3,Amygdalum soyoae,505944,AZTI
Amygdalum sp.,3,Amygdalum,138213,AZTI
Amythasides macroglossus,1,Amythasides macroglossus,129788,AZTI
Anachis avara,1,Anachis avara,159977,AZTI
Anachis catenata,1,Anachis catenata,511378,AZTI
Anachis floridana,1,Anachis floridana,511396,AZTI
Anachis lafresnayi,1,Anachis lafresnayi,159979,AZTI
Anachis obesa,1,Anachis obesa,511418,AZTI
Anachis pulchella,1,Anachis pulchella,NA,AZTI
Anachis sp.,1,Anachis,137802,AZTI
Anachis sparsa,1,Anachis sparsa,511444,AZTI
Anadara broughtonii,4,Anadara broughtonii,504357,AZTI
Anadara demiri,4,Anadara demiri,138784,AZTI
Anadara diluvii,1,Anadara diluvii,146490,AZTI
Anadara floridana,0,Anadara floridana,420711,AZTI
Anadara gibbosa,1,Anadara gibbosa,504350,AZTI
Anadara granosa,1,Anadara granosa,715138,AZTI
Anadara inaequivalvis,4,Anadara inaequivalvis,138785,AZTI
Anadara kagoshimensis,4,Anadara kagoshimensis,504360,AZTI
Anadara multicostata,2,Anadara multicostata,582483,AZTI
Anadara polii,1,Anadara polii,138787,AZTI
Anadara secticostata,0,Anadara secticostata,504356,AZTI
Anadara sp.,0,Anadara,137669,AZTI
Anadara transversa,4,Anadara transversa,156734,AZTI
Anaitides groenlandica,4,Anaitides groenlandica,152443,AZTI
Anaitides koreana,2,Anaitides koreana,326428,AZTI
Anaitides lamelligera,2,Anaitides lamelligera,332963,AZTI
Anaitides lineata,2,Anaitides lineata,152431,AZTI
Anaitides longipes,2,Anaitides longipes,152444,AZTI
Anaitides maculata,2,Anaitides maculata,152438,AZTI
Anaitides madeirensis,2,Anaitides madeirensis,174190,AZTI
Anaitides mucosa,3,Anaitides mucosa,152441,AZTI
Anaitides papillosa,2,Anaitides papillosa,332966,AZTI
Anaitides rosea,2,Anaitides rosea,152435,AZTI
Anaitides sp.,2,Anaitides,152426,AZTI
Anaitides subulifera,2,Anaitides subulifera,152434,AZTI
Anamobaea orstedii,0,Anamobaea orstedii,326435,AZTI
Anapagurus bicorniger,1,Anapagurus bicorniger,107213,AZTI
Anapagurus breviaculeatus,1,Anapagurus breviaculeatus,107214,AZTI
Anapagurus chiroacanthus,1,Anapagurus chiroacanthus,107215,AZTI
Anapagurus hyndmanni,1,Anapagurus hyndmanni,107217,AZTI
Anapagurus laevis,3,Anapagurus laevis,107218,AZTI
Anapagurus longispina,1,Anapagurus longispina,107219,AZTI
Anapagurus petiti,1,Anapagurus petiti,107220,AZTI
Anapagurus serripes,1,Anapagurus serripes,NA,AZTI
Anapagurus smythi,1,Anapagurus smythi,107222,AZTI
Anapagurus sp.,1,Anapagurus,106849,AZTI
Anapta gracilis,2,Anapta gracilis,213181,AZTI
Anasca sp.,1,Anasca,153670,AZTI
Anchialina agilis,2,Anchialina agilis,119950,AZTI
Anchicolurus occidentalis,1,Anchicolurus occidentalis,181909,AZTI
Ancinus granulatus,1,Ancinus granulatus,258874,AZTI
Ancinus panamensis,1,Ancinus panamensis,258875,AZTI
Ancinus sp.,1,Ancinus,248416,AZTI
Ancistrosyllis carolinensis,3,Ancistrosyllis carolinensis,157167,AZTI
Ancistrosyllis commensalis,3,Ancistrosyllis commensalis,326443,AZTI
Ancistrosyllis constricta,3,Ancistrosyllis constricta,339599,AZTI
Ancistrosyllis groenlandica,3,Ancistrosyllis groenlandica,130695,AZTI
Ancistrosyllis hanaokai,2,Ancistrosyllis hanaokai,339600,AZTI
Ancistrosyllis hartmanae,3,Ancistrosyllis hartmanae,157168,AZTI
Ancistrosyllis jonesi,3,Ancistrosyllis jonesi,157174,AZTI
Ancistrosyllis papillosa,3,Ancistrosyllis papillosa,421051,AZTI
Ancistrosyllis parva,3,Ancistrosyllis parva,209723,AZTI
Ancistrosyllis pilargiformis,3,Ancistrosyllis pilargiformis,337594,AZTI
Ancistrosyllis quellina,1,Ancistrosyllis quellina,326444,AZTI
Ancistrosyllis sp.,3,Ancistrosyllis,129462,AZTI
Ancula sp.,1,Ancula,138038,AZTI
Anemonactis sp.,2,Anemonactis,100747,AZTI
Angeliera sp.,2,Angeliera,248421,AZTI
Anguinella palmata,2,Anguinella palmata,111631,AZTI
Angulus agilis,2,Angulus agilis,420855,AZTI
Angulus compressissimus,1,Angulus compressissimus,729723,AZTI
Angulus donacinus,1,Angulus donacinus,163121,AZTI
Angulus fabula,1,Angulus fabula,152829,AZTI
Angulus incarnatus,1,Angulus incarnatus,594114,AZTI
Angulus lanceolatus,1,Angulus lanceolatus,715005,AZTI
Angulus merus,1,Angulus merus,420856,AZTI
Angulus planatus,1,Angulus planatus,183531,AZTI
Angulus pygmaeus,1,Angulus pygmaeus,152828,AZTI
Angulus squalidus,1,Angulus squalidus,152944,AZTI
Angulus tampaensis,1,Angulus tampaensis,420860,AZTI
Angulus tenellus,1,Angulus tenellus,420861,AZTI
Angulus tenuis,1,Angulus tenuis,146492,AZTI
Angulus texanus,1,Angulus texanus,420862,AZTI
Angulus vestalioides,1,Angulus vestalioides,714883,AZTI
Animoceradocus semiserratus,1,Animoceradocus semiserratus,531364,AZTI
Anisocardia isocardioides,2,Anisocardia isocardioides,NA,AZTI
Anisocardia sp.,2,Anisocardia,NA,AZTI
Anisocorbula modesta,4,Anisocorbula modesta,NA,AZTI
Anisocorbula pallida,4,Anisocorbula pallida,NA,AZTI
Anisocorbula venusta,4,Anisocorbula venusta,746631,AZTI
Anisogammarus pugettensis,2,Anisogammarus pugettensis,423136,AZTI
Annachlamys sp.,1,Annachlamys,393860,AZTI
Anobothrus glandularis,3,Anobothrus glandularis,731492,AZTI
Anobothrus gracilis,3,Anobothrus gracilis,129789,AZTI
Anobothrus laubieri,1,Anobothrus laubieri,332976,AZTI
Anobothrus patagonicus,2,Anobothrus patagonicus,332978,AZTI
Anodontia fragilis,1,Anodontia fragilis,NA,AZTI
Anomalisipho altus,1,Anomalisipho altus,494123,AZTI
Anomalocardia auberiana,1,Anomalocardia auberiana,420929,AZTI
Anomalocardia brasiliana,1,Anomalocardia brasiliana,420930,AZTI
Anomalocardia flexuosa,1,Anomalocardia flexuosa,215265,AZTI
Anomalocardia puella,1,Anomalocardia puella,507442,AZTI
Anomia ephippium,1,Anomia ephippium,138748,AZTI
Anomia simplex,1,Anomia simplex,156737,AZTI
Anomia sp.,1,Anomia,137650,AZTI
Anomia suprajurensis,2,Anomia suprajurensis,NA,AZTI
ANOMIIDAE,1,ANOMIIDAE,214,AZTI
Anonyx lilljeborgi,2,Anonyx lilljeborgi,102513,AZTI
Anonyx lilljeborgii,2,Anonyx lilljeborgii,416568,AZTI
Anonyx nugax,2,Anonyx nugax,102514,AZTI
Anonyx sarsi,2,Anonyx sarsi,102516,AZTI
Anonyx sp.,2,Anonyx,101592,AZTI
Anoplodactylus angulatus,2,Anoplodactylus angulatus,134714,AZTI
Anoplodactylus californicus,2,Anoplodactylus californicus,134716,AZTI
Anoplodactylus erectus,2,Anoplodactylus erectus,240169,AZTI
Anoplodactylus nodosus,2,Anoplodactylus nodosus,239998,AZTI
Anoplodactylus pacificus,2,Anoplodactylus pacificus,239407,AZTI
Anoplodactylus petiolatus,2,Anoplodactylus petiolatus,134723,AZTI
Anoplodactylus pygmaeus,2,Anoplodactylus pygmaeus,134725,AZTI
Anoplodactylus sp.,2,Anoplodactylus,134592,AZTI
Anoplodactylus virescens,2,Anoplodactylus virescens,134730,AZTI
Anoplodactylus viridintestinalis,2,Anoplodactylus viridintestinalis,239846,AZTI
Anoplosyllis edentula,2,Anoplosyllis edentula,195948,AZTI
Anoropallene palpida,1,Anoropallene palpida,239465,AZTI
Anotomastus gordiodes,2,Anotomastus gordiodes,332979,AZTI
Ansates pellucida,1,Ansates pellucida,140676,AZTI
Anseropoda placenta,1,Anseropoda placenta,123985,AZTI
Antalis agilis,1,Antalis agilis,196374,AZTI
Antalis dentalis,1,Antalis dentalis,196375,AZTI
Antalis entalis,1,Antalis entalis,150534,AZTI
Antalis guillei,1,Antalis guillei,344437,AZTI
Antalis inaequicostata,1,Antalis inaequicostata,196376,AZTI
Antalis novemcostata,1,Antalis novemcostata,196381,AZTI
Antalis occidentalis,1,Antalis occidentalis,196377,AZTI
Antalis panorma,1,Antalis panorma,196378,AZTI
Antalis pretiosa,1,Antalis pretiosa,344446,AZTI
Antalis rossati,1,Antalis rossati,196379,AZTI
Antalis sp.,1,Antalis,150531,AZTI
Antalis vulgaris,1,Antalis vulgaris,196380,AZTI
Antarcturus horridus serratus,1,Antarcturus horridus serratus,264237,AZTI
Antarcturus nonatoi,1,Antarcturus nonatoi,174553,AZTI
Antennella secundaria,1,Antennella secundaria,117628,AZTI
Antennella sp.,1,Antennella,117113,AZTI
ANTHOATHECATA,1,ANTHOATHECATA,13551,AZTI
Anthopleura sp.,2,Anthopleura,100696,AZTI
Anthothoe chilensis,0,Anthothoe chilensis,289437,AZTI
ANTHOZOA,2,ANTHOZOA,1292,AZTI
Anthroplana nigrensis,1,Anthroplana nigrensis,NA,AZTI
Anthura gracilis,1,Anthura gracilis,118467,AZTI
ANTHURIDAE,1,ANTHURIDAE,118244,AZTI
Anticoma sp.,3,Anticoma,2500,AZTI
Antillesoma antillarum,1,Antillesoma antillarum,136075,AZTI
Antinoella finmarchica,1,Antinoella finmarchica,332984,AZTI
Antinoella sarsi,1,Antinoella sarsi,146500,AZTI
Anurida maritima,0,Anurida maritima,118139,AZTI
Aonidella cirrobranchiata,0,Aonidella cirrobranchiata,562800,AZTI
Aonidella dayi,3,Aonidella dayi,332986,AZTI
Aonides mayaguezensis,3,Aonides mayaguezensis,157179,AZTI
Aonides oxycephala,3,Aonides oxycephala,131106,AZTI
Aonides paucibranchiata,3,Aonides paucibranchiata,131107,AZTI
Aonides sp.,3,Aonides,129605,AZTI
Aora gracilis,1,Aora gracilis,102012,AZTI
Aora sp.,1,Aora,101464,AZTI
Aora spinicornis,1,Aora spinicornis,102013,AZTI
Aora typica,1,Aora typica,146895,AZTI
AORIDAE,1,AORIDAE,101368,AZTI
Aoroides columbiae,2,Aoroides columbiae,488680,AZTI
Aoroides exilis,2,Aoroides exilis,488684,AZTI
Aoroides inermis,2,Aoroides inermis,488685,AZTI
Aoroides intermedius,2,Aoroides intermedius,488686,AZTI
Aoroides secunda,2,Aoroides secunda,488694,AZTI
Aoroides sp.,2,Aoroides,488679,AZTI
Aoroides spinosus,2,Aoroides spinosus,488696,AZTI
Apanthura corsica,0,Apanthura corsica,118468,AZTI
Apanthura sandalensis,0,Apanthura sandalensis,211374,AZTI
Aphelochaeta dearborni,4,Aphelochaeta dearborni,1317195,AZTI
Aphelochaeta filiformis,3,Aphelochaeta filiformis,129937,AZTI
Aphelochaeta glandaria,4,Aphelochaeta glandaria,326478,AZTI
Aphelochaeta longisetosa,4,Aphelochaeta longisetosa,865510,AZTI
Aphelochaeta marioni,4,Aphelochaeta marioni,129938,AZTI
Aphelochaeta mcintoshi,4,Aphelochaeta mcintoshi,129939,AZTI
Aphelochaeta monilaris,4,Aphelochaeta monilaris,332990,AZTI
Aphelochaeta multibranchis,4,Aphelochaeta multibranchis,152234,AZTI
Aphelochaeta multifilis,4,Aphelochaeta multifilis,332992,AZTI
Aphelochaeta palmeri,4,Aphelochaeta palmeri,1317249,AZTI
Aphelochaeta petersenae,4,Aphelochaeta petersenae,326479,AZTI
Aphelochaeta serrata,3,Aphelochaeta serrata,129940,AZTI
Aphelochaeta sp.,4,Aphelochaeta,129240,AZTI
Aphelochaeta spectabilis,4,Aphelochaeta spectabilis,1317250,AZTI
Aphelochaeta vivipara,4,Aphelochaeta vivipara,129942,AZTI
Aphelochaeta williamsae,4,Aphelochaeta williamsae,326482,AZTI
Apherusa alacris,1,Apherusa alacris,102159,AZTI
Apherusa bispinosa,1,Apherusa bispinosa,102160,AZTI
Apherusa chiereghinii,1,Apherusa chiereghinii,102162,AZTI
Apherusa cirrus,1,Apherusa cirrus,102163,AZTI
Apherusa henneguyi,1,Apherusa henneguyi,102167,AZTI
Apherusa jurinei,1,Apherusa jurinei,102168,AZTI
Apherusa mediterranea,1,Apherusa mediterranea,102169,AZTI
Apherusa ovalipes,1,Apherusa ovalipes,102172,AZTI
Apherusa sarsii,1,Apherusa sarsii,102174,AZTI
Apherusa sp.,1,Apherusa,101509,AZTI
Aphrodita aculeata,1,Aphrodita aculeata,129840,AZTI
Aphrodita alta,1,Aphrodita alta,129841,AZTI
Aphrodita australis,1,Aphrodita australis,326489,AZTI
Aphrodita bisetosa,1,Aphrodita bisetosa,326490,AZTI
Aphrodita brevitentaculata,1,Aphrodita brevitentaculata,326491,AZTI
Aphrodita magellanica,1,Aphrodita magellanica,326504,AZTI
Aphrodita sp.,1,Aphrodita,129194,AZTI
Apicularia guerini,1,Apicularia guerini,991894,AZTI
Apionsoma misakianum,2,Apionsoma misakianum,NA,AZTI
Apionsoma murinae,2,Apionsoma murinae,424977,AZTI
Apionsoma sp.,2,Apionsoma,136027,AZTI
Apistobranchus glacierae,4,Apistobranchus glacierae,172991,AZTI
Apistobranchus ornatus,1,Apistobranchus ornatus,326532,AZTI
Apistobranchus sp.,1,Apistobranchus,129198,AZTI
Apistobranchus tenuis,1,Apistobranchus tenuis,129850,AZTI
Apistobranchus tullbergi,1,Apistobranchus tullbergi,129851,AZTI
Apistobranchus typicus,1,Apistobranchus typicus,157182,AZTI
Aplidium densum,0,Aplidium densum,103642,AZTI
Aplysia fasciata,1,Aplysia fasciata,138755,AZTI
Aplysia punctata,1,Aplysia punctata,138758,AZTI
Aplysia sp.,1,Aplysia,137654,AZTI
Aplysiopsis enteromorphae,1,Aplysiopsis enteromorphae,494528,AZTI
Apocorophium acutum,3,Apocorophium acutum,148604,AZTI
Apocorophium lacustre,3,Apocorophium lacustre,148594,AZTI
Apocorophium louisianum,3,Apocorophium louisianum,421575,AZTI
Apocorophium simile,2,Apocorophium simile,421576,AZTI
Apocorophium sp.,3,Apocorophium,148593,AZTI
Apohyale prevostii,1,Apohyale prevostii,490616,AZTI
Apolochus neapolitanus,2,Apolochus neapolitanus,236495,AZTI
Apomatus similis,1,Apomatus similis,130984,AZTI
Apomatus sp.,1,Apomatus,129558,AZTI
Aponuphis abranchiata,2,Aponuphis abranchiata,NA,AZTI
Aponuphis bilineata,1,Aponuphis bilineata,130452,AZTI
Aponuphis bilineata grubii,1,Aponuphis bilineata grubii,130453,AZTI
Aponuphis brementi,2,Aponuphis brementi,130454,AZTI
Aponuphis fauveli,2,Aponuphis fauveli,154108,AZTI
Aponuphis grubii,1,Aponuphis grubii,532018,AZTI
Aponuphis holobranchiata,2,Aponuphis holobranchiata,NA,AZTI
Aponuphis ornata,2,Aponuphis ornata,130455,AZTI
Aponuphis sp.,2,Aponuphis,129397,AZTI
Aponuphis tubicola,2,Aponuphis tubicola,NA,AZTI
Aponuphis willsiei,2,Aponuphis willsiei,326540,AZTI
Aponuphis willsii,2,Aponuphis willsii,130458,AZTI
Apoprionospio dayi,4,Apoprionospio dayi,157189,AZTI
Apoprionospio pygmaea,2,Apoprionospio pygmaea,131108,AZTI
Apoprionospio sp.,0,Apoprionospio,129606,AZTI
Aporrhais pespelecani,1,Aporrhais pespelecani,138760,AZTI
Aporrhais serreseanus,1,Aporrhais serreseanus,751348,AZTI
Aporrhais serresiana,1,Aporrhais serresiana,138761,AZTI
Aporrhais sp.,1,Aporrhais,137656,AZTI
Apseudes acutifrons,3,Apseudes acutifrons,136257,AZTI
Apseudes chilkensis,3,Apseudes chilkensis,247046,AZTI
Apseudes echinatus,3,Apseudes echinatus,136260,AZTI
Apseudes elisae,3,Apseudes elisae,136261,AZTI
Apseudes grossimanus,3,Apseudes grossimanus,136265,AZTI
Apseudes gymnophobia,3,Apseudes gymnophobia,819483,AZTI
Apseudes holthuisi,3,Apseudes holthuisi,136268,AZTI
Apseudes latreillei,3,Apseudes latreillei,136271,AZTI
Apseudes latreillii,3,Apseudes latreillii,136272,AZTI
Apseudes latreillii,3,Apseudes latreillii,827338,AZTI
Apseudes mortoni,1,Apseudes mortoni,819638,AZTI
Apseudes sp.,0,Apseudes,136185,AZTI
Apseudes spinosus,1,Apseudes spinosus,136284,AZTI
Apseudes spinosus spinosus,1,Apseudes spinosus spinosus,819304,AZTI
Apseudes talpa,2,Apseudes talpa,136285,AZTI
Apseudes tenuimanus,3,Apseudes tenuimanus,136286,AZTI
APSEUDIDAE,3,APSEUDIDAE,136153,AZTI
Apseudomorpha sp.,3,Apseudomorpha,136150,AZTI
Apseudomorpha sp.,3,Apseudomorpha,246895,AZTI
Apseudopsis acutifrons,3,Apseudopsis acutifrons,247066,AZTI
Apseudopsis adami,3,Apseudopsis adami,737372,AZTI
Apseudopsis elisae,3,Apseudopsis elisae,247073,AZTI
Apseudopsis latreillii,3,Apseudopsis latreillii,247077,AZTI
Arabella geniculata,1,Arabella geniculata,129853,AZTI
Arabella iricolor,1,Arabella iricolor,129854,AZTI
Arabella multidentata,1,Arabella multidentata,421067,AZTI
Arabella mutans,2,Arabella mutans,157203,AZTI
Arabella sp.,1,Arabella,129199,AZTI
Arachnidium sp.,2,Arachnidium,110994,AZTI
Araphura breviaria,2,Araphura breviaria,247659,AZTI
Araphura brevimanus,1,Araphura brevimanus,136344,AZTI
Araphura filiformis,1,Araphura filiformis,136346,AZTI
Araphura sp.,1,Araphura,136206,AZTI
Arbacia dufresnii,1,Arbacia dufresnii,160786,AZTI
Arbacia lixula,2,Arbacia lixula,124249,AZTI
Arbaciella elegans,1,Arbaciella elegans,124250,AZTI
Arca boucardi,1,Arca boucardi,504374,AZTI
Arca diluvii,1,Arca diluvii,766142,AZTI
Arca fragilis,1,Arca fragilis,747685,AZTI
Arca fragilis,1,Arca fragilis,537782,AZTI
Arca lactea,1,Arca lactea,153018,AZTI
Arca noae,1,Arca noae,138788,AZTI
Arca pectunculoides,1,Arca pectunculoides,151632,AZTI
Arca sp.,1,Arca,137670,AZTI
Arca tetragona,1,Arca tetragona,138789,AZTI
Archaeolepas royeri,2,Archaeolepas royeri,NA,AZTI
Archaeolepas sp.,1,Archaeolepas,739443,AZTI
Archaeomysis grebnitzkii,1,Archaeomysis grebnitzkii,226485,AZTI
Archimerismus subnodosus,1,Archimerismus subnodosus,417571,AZTI
Arcopagia balaustina,1,Arcopagia balaustina,141576,AZTI
Arcopagia crassa,1,Arcopagia crassa,141577,AZTI
Arcopella balaustina,1,Arcopella balaustina,491643,AZTI
Arcopsis interplicata,1,Arcopsis interplicata,NA,AZTI
Arcopsis symmetrica,1,Arcopsis symmetrica,214620,AZTI
Arctica islandica,3,Arctica islandica,138802,AZTI
Arctica sp.,3,Arctica,137675,AZTI
Arctinula greenlandica,1,Arctinula greenlandica,140688,AZTI
Arctolembos arcticus,1,Arctolembos arcticus,102014,AZTI
Arctonoella sinagawaensis,2,Arctonoella sinagawaensis,333031,AZTI
Arctonula arctica,1,Arctonula arctica,111479,AZTI
Arcturella damnoniensis,2,Arcturella damnoniensis,119009,AZTI
Arcturella dilatata,2,Arcturella dilatata,119010,AZTI
Arcturella sp.,0,Arcturella,118441,AZTI
Arcturella sp.,0,Arcturella,515962,AZTI
Arcturina rhomboidalis,0,Arcturina rhomboidalis,259022,AZTI
Arcturopsis giardi,0,Arcturopsis giardi,119014,AZTI
Arcuatula japonica,2,Arcuatula japonica,505950,AZTI
Arcuatula papyria,2,Arcuatula papyria,505948,AZTI
Arcuatula senhousia,3,Arcuatula senhousia,505946,AZTI
Arculfia trago,0,Arculfia trago,102938,AZTI
Arenicola brasiliensis,3,Arenicola brasiliensis,157215,AZTI
Arenicola cristata,3,Arenicola cristata,129866,AZTI
Arenicola defodiens,1,Arenicola defodiens,129867,AZTI
Arenicola marina,3,Arenicola marina,129868,AZTI
Arenicola sp.,1,Arenicola,129206,AZTI
Argissa hamatipes,2,Argissa hamatipes,102064,AZTI
Argissa sp.,2,Argissa,101476,AZTI
Argobuccinum pustulosum,3,Argobuccinum pustulosum,225658,AZTI
Argopecten ventricosus,1,Argopecten ventricosus,394270,AZTI
Argulus versicolor,0,Argulus versicolor,357270,AZTI
Arhynchite rugosus,2,Arhynchite rugosus,266732,AZTI
Ariadnaria borealis,0,Ariadnaria borealis,714762,AZTI
Arichlidon gathofi,1,Arichlidon gathofi,326577,AZTI
Arichlidon reyssi,1,Arichlidon reyssi,333033,AZTI
Aricia cuvieri,1,Aricia cuvieri,337393,AZTI
Aricia foetida,1,Aricia foetida,155478,AZTI
Aricia grubei,1,Aricia grubei,337399,AZTI
Aricia latreillii,1,Aricia latreillii,155515,AZTI
Aricia norvegica,1,Aricia norvegica,337398,AZTI
Aricia sp.,1,Aricia,155078,AZTI
Aricia sp.,1,Aricia,869849,AZTI
Aricidea albatrossae,1,Aricidea albatrossae,130550,AZTI
Aricidea annae,1,Aricidea annae,130551,AZTI
Aricidea antarctica,1,Aricidea antarctica,NA,AZTI
Aricidea antennata,2,Aricidea antennata,337478,AZTI
Aricidea assimilis,1,Aricidea assimilis,130552,AZTI
Aricidea belgicae,1,Aricidea belgicae,NA,AZTI
Aricidea bryani,1,Aricidea bryani,NA,AZTI
Aricidea capensis,1,Aricidea capensis,130553,AZTI
Aricidea capensis bansei,1,Aricidea capensis bansei,146430,AZTI
Aricidea catherinae,2,Aricidea catherinae,130554,AZTI
Aricidea cerrutii,1,Aricidea cerrutii,130555,AZTI
Aricidea cerrutii pacifica,1,Aricidea cerrutii pacifica,335374,AZTI
Aricidea claudiae,1,Aricidea claudiae,130557,AZTI
Aricidea curviseta,1,Aricidea curviseta,326609,AZTI
Aricidea fauveli,2,Aricidea fauveli,130558,AZTI
Aricidea finitima,2,Aricidea finitima,NA,AZTI
Aricidea fragilis,1,Aricidea fragilis,130560,AZTI
Aricidea fragilis mediterranea,1,Aricidea fragilis mediterranea,130559,AZTI
Aricidea hartmani,1,Aricidea hartmani,130561,AZTI
Aricidea horikoshii,2,Aricidea horikoshii,731751,AZTI
Aricidea jeffreysii,1,Aricidea jeffreysii,155032,AZTI
Aricidea laubieri,1,Aricidea laubieri,130562,AZTI
Aricidea longicirrata,1,Aricidea longicirrata,NA,AZTI
Aricidea longobranchiata,1,Aricidea longobranchiata,146504,AZTI
Aricidea lopezi,2,Aricidea lopezi,157217,AZTI
Aricidea lopezi rosea,1,Aricidea lopezi rosea,NA,AZTI
Aricidea mariannae,1,Aricidea mariannae,130563,AZTI
Aricidea mediterranea,2,Aricidea mediterranea,NA,AZTI
Aricidea minuta,1,Aricidea minuta,130564,AZTI
Aricidea mirifica,1,Aricidea mirifica,NA,AZTI
Aricidea mirunekoa,1,Aricidea mirunekoa,598867,AZTI
Aricidea monicae,1,Aricidea monicae,130565,AZTI
Aricidea neosuecica nipponica,1,Aricidea neosuecica nipponica,335378,AZTI
Aricidea nolani,1,Aricidea nolani,157218,AZTI
Aricidea oculata,1,Aricidea oculata,NA,AZTI
Aricidea pacifica,4,Aricidea pacifica,337485,AZTI
Aricidea philbinae,1,Aricidea philbinae,130556,AZTI
Aricidea pigmentata,3,Aricidea pigmentata,326615,AZTI
Aricidea pseudoarticulata,1,Aricidea pseudoarticulata,326617,AZTI
Aricidea quadrilobata,1,Aricidea quadrilobata,130568,AZTI
Aricidea ramosa,2,Aricidea ramosa,182988,AZTI
Aricidea roberti,1,Aricidea roberti,130569,AZTI
Aricidea rubra,1,Aricidea rubra,326619,AZTI
